Code,Officialname,Province,County,Sub county,Ward,Facility type,Owner type,,,,Constituency,,,,,,,,,,,,,,Open_whole_day,Open_weekends,Operation status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
18945,Mutoni Medical Clinic,Kakamega,Kakamega,Likuyani,Nzoia,Medical Clinic,Private Practice,,,,Likuyani,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19932,Mutonya Dispensary,Kiambu,Kiambu,Ruiru,Gatongora,Dispensary,Ministry of Health,,,,Ruiru,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19237,Mutuati Catholic Mission Hospital,Meru,Meru,Igembe North,Amwathi,Primary care hospitals,Faith Based Organization,,,,Igembe North,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12606,Mutuati Nursing Home,Meru,Meru,Igembe North,Naathu,Comprehensive health Centre,Private Practice,,,,Igembe North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12605,Mutuati Sub-County Hospital,Meru,Meru,Igembe North,Amwathi,Primary care hospitals,Ministry of Health,,,,Igembe North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22953,Mutuati Uzima Medcare Clinic,Meru,Meru,Igembe North,Amwathi,Medical Clinic,Private Practice,,,,Igembe North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13105,Mutuini Sub-District Hospital,Nairobi,Nairobi,Dagoretti South,Mutu-ini,Primary care hospitals,Ministry of Health,,,,Dagoretti South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18102,Mutukanio ACK Dispensary,Nakuru,Nakuru,Njoro,Kihingo,Dispensary,Faith Based Organization,,,,Njoro,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12607,Mutukya Dispensary,Kitui,Kitui,Kitui Central,Miambani,Dispensary,Ministry of Health,,,,Kitui Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
20982,Mutula Health Clinic,Makueni,Makueni,Makueni,Mbitini,Dispensary,Faith Based Organization,,,,Makueni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18008,Mutulani Dispensary,Makueni,Makueni,Kaiti,Kee,Dispensary,Ministry of Health,,,,Kaiti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20970,Mutulani Dispensary (Kaiti),Makueni,Makueni,Kaiti,Kee,Dispensary,Ministry of Health,,,,Kaiti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12608,Mutulu (AIC) Dispensary,Kitui,Kitui,Kitui West,Mutongoni,Dispensary,Faith Based Organization,,,,Kitui West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12609,Mutune Dispensary,Kitui,Kitui,Kitui Central,Kyangwithya East,Dispensary,Faith Based Organization,,,,Kitui Central,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
24362,Mutune Dispensary(GOK),Kitui,Kitui,Kitui Central,Kyangwithya East,Dispensary,Ministry of Health,,,,Kitui Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
23065,Mutunga Diagnostic center limited,Kiambu,Kiambu,Thika Town,Township,Radiology Clinic,Private Practice,,,,Thika Town,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,Y,,,,,,,,,
18289,Mutunguru PCEA Dispensary,Meru,Meru,Imenti South,Igoji West,Dispensary,Ministry of Health,,,,South Imenti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22579,Mutunyi Dispensary (Buuri),Meru,Meru,Buuri,Kisima,Dispensary,Ministry of Health,,,,Buuri,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22578,Mutunyi Dispensary (Meru),Meru,Meru,Buuri,Kisima,Dispensary,Ministry of Health,,,,Buuri,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25087,Mutuobare Dispensary,Embu,Embu,Mbeere South,Kiambere,Dispensary,Ministry of Health,,,,Mbeere South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21675,Mutuyu Dispensary,Machakos,Machakos,Kalama,Kalama,Dispensary,Ministry of Health,,,,Machakos Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19933,Mutwangombe Dispensary,Kitui,Kitui,Mwingi Central,Waita,Dispensary,Ministry of Health,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
12610,Mutyambua hospital,Makueni,Makueni,Makueni,Mbitini,Primary care hospitals,Ministry of Health,,,,Makueni,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
12611,Mutyangome Dispensary,Kitui,Kitui,Mwingi Central,Nuu,Dispensary,Ministry of Health,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,,,,,,,,,,
19903,Muua Dispensary,Makueni,Makueni,Kilome,Kasikeu,Dispensary,Ministry of Health,,,,Kilome,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12612,Muumandu Health Center,Machakos,Machakos,Kalama,Kola,Basic Health Centre,Ministry of Health,,,,Machakos Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24994,Muungano Dispensary (Kwale),Kwale,Kwale,Matuga,Tiwi,Dispensary,Ministry of Health,,,,Matuga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19751,Muungano Dispensary (Trans Nzoia),Trans Nzoia,Trans Nzoia,Kwanza,Keiyo,Dispensary,Ministry of Health,,,,Kwanza,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
24061,Muuru Dispensary,Meru,Meru,Igembe Central,Igembe East,Dispensary,Ministry of Health,,,,Igembe Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12613,Muusini Dispensary,Machakos,Machakos,Mwala,Masii,Dispensary,Ministry of Health,,,,Mwala,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
18413,Muusini Dispensary (Makueni),Makueni,Makueni,Makueni,Mavindini,Dispensary,Ministry of Health,,,,Makueni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12614,Muutine Med Clinic,Meru,Meru,Igembe Central,Njia,Medical Clinic,Private Practice,,,,Igembe Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12615,Muutiokiama Health Centre,Meru,Meru,Imenti South,Abogeta East,Basic Health Centre,Ministry of Health,,,,South Imenti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
17779,Muvuko Dispensary,Kitui,Kitui,Kitui South,Mutomo,Dispensary,Ministry of Health,,,,Kitui South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12616,Muvuti Dispensary,Machakos,Machakos,Machakos,Muvuti/Kiima-kimwe,Dispensary,Ministry of Health,,,,Machakos Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10803,Muwa Medical Clinic,Nyandarua,Nyandarua,Oljoroorok,Gathanji,Medical Clinic,Private Practice,,,,Oljorook,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21040,Muyafwa Dispensary,Busia,Busia,Matayos,Matayos South,Dispensary,Ministry of Health,,,,Matayos,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,,,,,,,,,,,,
15264,Muyengwet Dispensary,Uasin Gishu,Uasin Gishu,Moiben,Tembelio,Dispensary,Ministry of Health,,,,Moiben,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11677,Muyeye Health Centre (Municipal),Kilifi,Kilifi,Malindi,Shella,Basic Health Centre,Ministry of Health,,,,Malindi,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
11678,Muyeye Medical Clinic,Kilifi,Kilifi,Malindi,Shella,Medical Clinic,Private Practice,,,,Malindi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
12617,Muyuni Dispensary,Kitui,Kitui,Mwingi Central,Mui,Dispensary,Ministry of Health,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13835,MV Patel Medical Clinic,Kisumu,Kisumu,Kisumu Central,Market Milimani,Medical Clinic,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
23323,Mvindeni Dispensary,Kwale,Kwale,Msambweni,Kinondo,Dispensary,Ministry of Health,,,,Msambweni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11679,Mvita Dispensary,Mombasa,Mombasa,Mvita,Majengo,Dispensary,Ministry of Health,,,,Mvita,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24031,Mvoi Medical Clinic,Taita Taveta,Taita Taveta,Voi,Mbololo,Medical Clinic,Private Practice,,,,Voi,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,Y,,Y,,Y,,,,,,,,,,,
11680,Mvono Clinic,Taita Taveta,Taita Taveta,Wundanyi,Wundanyi/Mbale,Medical Clinic,Private Practice,,,,Wundanyi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16956,Mwaani Dispensary,Makueni,Makueni,Kaiti,Ilima,Dispensary,Ministry of Health,,,,Kaiti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11681,Mwabila Dispensary,Kwale,Kwale,Kinango,Mwavumbo,Dispensary,Ministry of Health,,,,Kinango,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11682,Mwachinga Dispensary,Kwale,Kwale,Kinango,Kinango,Dispensary,Ministry of Health,,,,Kinango,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18279,Mwafrika Institute of Development,Baringo,Baringo,Baringo Central,Kabarnet,Medical Clinic,Non-Governmental Organizations,,,,Baringo Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25045,Mwai Kibaki Teaching and Referral Hospital,Nyeri,Nyeri,Nyeri South,Iria-ini,Specialized & Tertiary Referral hospitals,Ministry of Health,,,,Nyeri South,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
21942,Mwaimwai Community Dispensary,Bungoma,Bungoma,Mt Elgon,Elgon,Dispensary,Ministry of Health,,,,Mt. Elgon,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24776,Mwakera Voi Medical Clinic,Taita Taveta,Taita Taveta,Voi,Mbololo,Medical Clinic,Private Practice,,,,Voi,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20201,Mwaki Healthcare,Kiambu,Kiambu,Thika Town,Township,Medical Clinic,Private Practice,,,,Thika Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
23101,Mwakini Dispensary,Kitui,Kitui,Kitui Rural,Kwavonza/Yatta,Dispensary,Ministry of Health,,,,Kitui Rural,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
11683,Mwakirunge Dispensary,Mombasa,Mombasa,Kisauni,Mwakirunge,Dispensary,Ministry of Health,,,,Kisauni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
22958,Mwala Dispensary,Kitui,Kitui,Kitui South,Mutomo,Dispensary,Ministry of Health,,,,Kitui South,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,,,,,,,,,,,,,,
23056,Mwala Medical Clinic,Machakos,Machakos,Matungulu,Matungulu West,Medical Clinic,Private Practice,,,,Matungulu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12618,Mwala Subcounty Hospital,Machakos,Machakos,Mwala,Makutano/Mwala,Primary care hospitals,Ministry of Health,,,,Mwala,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
22831,MWALANO DISPENSARY,Makueni,Makueni,Kilome,Mukaa,Dispensary,Ministry of Health,,,,Kilome,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11684,Mwaluphamba Dispensary,Kwale,Kwale,Matuga,Mkongani,Dispensary,Ministry of Health,,,,Matuga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11685,Mwaluvanga Dispensary,Kwale,Kwale,Matuga,Kubo South,Dispensary,Ministry of Health,,,,Matuga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21807,Mwamanga Dispensary,Kwale,Kwale,Msambweni,Gambato Bongwe,Dispensary,Ministry of Health,,,,Msambweni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
24298,Mwambia's Medical Clinic,Embu,Embu,Manyatta,Kirimari,Medical Clinic,Private Practice,,,,Manyatta,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
11686,Mwambirwa Dispensary,Taita Taveta,Taita Taveta,Mwatate,Ronge,Dispensary,Ministry of Health,,,,Mwatate,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
12619,Mwambiu Dispensary,Kitui,Kitui,Mwingi Central,Nuu,Dispensary,Ministry of Health,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20266,Mwambui Dispensary,Kitui,Kitui,Mwingi Central,Waita,Dispensary,Ministry of Health,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22817,Mwana Dispensary,Makueni,Makueni,Mbooni,Kiteta-kisau,Dispensary,Ministry of Health,,,,Mbooni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19190,Mwanainchi Medical Clinic,Machakos,Machakos,Yatta,Matuu,Medical Clinic,Private Practice,,,,Yatta,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19038,Mwananchi Clinic,Garissa,Garissa,Garissa,Iftin,Medical Clinic,Private Practice,,,,Garissa Township,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
18117,Mwananchi Medical Clinic (Kitui),Kitui,Kitui,Mwingi Central,Central,Medical Clinic,Private Practice,,,,Mwingi Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
23259,Mwananchi medical Clinic (Nakuru),Nakuru,Nakuru,Nakuru West,Kaptembwo,Medical Clinic,Private Practice,,,,Nakuru Town West,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
16549,Mwananyamala CDF Dispensary,Kwale,Kwale,Lunga Lunga,Dzombo,Dispensary,Ministry of Health,,,,Lunga Lunga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11687,Mwanda Dispensary,Kwale,Kwale,Kinango,Mwavumbo,Dispensary,Ministry of Health,,,,Kinango,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
11688,Mwanda Health Centre (Taita Taveta),Taita Taveta,Taita Taveta,Wundanyi,Mwanda/Mgange,Basic Health Centre,Ministry of Health,,,,Wundanyi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16395,Mwangate Dispensary,Nakuru,Nakuru,Kuresoi South,Keringet,Dispensary,Ministry of Health,,,,Kuresoi South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11689,Mwangatini Dispensary,Kilifi,Kilifi,Magarini,Magarini,Dispensary,Ministry of Health,,,,Magarini,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
22480,Mwangaza Gen/Eye Clinic,Nyeri,Nyeri,Nyeri Central,Rware,Medical Clinic,Private Practice,,,,Nyeri Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
11690,Mwangaza Medical Clinic (Mombasa),Mombasa,Mombasa,Mvita,Tononoka,Medical Clinic,Private Practice,,,,Mvita,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
18350,Mwangaza Medical Clinic (Nyali),Mombasa,Mombasa,Nyali,Kadzandani,Medical Clinic,Private Practice,,,,Nyali,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
10804,Mwangaza Medical Clinic (Thika),Kiambu,Kiambu,Thika Town,Township,Medical Clinic,Private Practice,,,,Thika Town,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,,,,,,,,,,
16356,Mwangaza Medical Clinic (Uasin Gishu),Uasin Gishu,Uasin Gishu,Turbo,Huruma,Medical Clinic,Private Practice,,,,Turbo,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
20015,Mwangaza Tana Medical Clinic,Tana River,Tana River,Garsen,Garsen South,Medical Clinic,Private Practice,,,,Garsen,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20091,Mwangaza ulio Na Tumaini clinic,Nairobi,Nairobi,Embakasi North,Dandora Area I,Basic Health Centre,Faith Based Organization,,,,Embakasi North,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
22464,Mwangea Dispensary,Taita Taveta,Taita Taveta,Voi,Mbololo,Dispensary,Ministry of Health,,,,Voi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
22677,Mwangea Dispesary (Kinango),Kwale,Kwale,Kinango,Chengoni/Samburu,Dispensary,Ministry of Health,,,,Kinango,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20335,Mwanguda Dispensary,Kwale,Kwale,Lunga Lunga,Dzombo,Dispensary,Ministry of Health,,,,Lunga Lunga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11691,Mwangulu Dispensary,Kwale,Kwale,Lunga Lunga,Mwereni,Dispensary,Ministry of Health,,,,Lunga Lunga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20336,Mwangwei Dispensary,Kwale,Kwale,Lunga Lunga,Pongwe/Kikokeni,Dispensary,Ministry of Health,,,,Lunga Lunga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12621,Mwania (Chandaria) Dispensary,Makueni,Makueni,Makueni,Kitise/Kithuki,Dispensary,Ministry of Health,,,,Makueni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17941,Mwanianga Dispensary,Kitui,Kitui,Kitui South,Kanziku,Dispensary,Ministry of Health,,,,Kitui South,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
21969,Mwanika dispensary,Meru,Meru,Imenti Central,Abothuguchi West,Dispensary,Ministry of Health,,,,Central Imenti,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12622,Mwanyani Health Centre,Makueni,Makueni,Kibwezi West,Emali/Mulala,Basic Health Centre,Ministry of Health,,,,Kibwezi West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19944,Mwanyani/Malili Dispensary (Kitui Central),Kitui,Kitui,Kitui Central,Miambani,Dispensary,Ministry of Health,,,,Kitui Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21794,Mwanyas Medical Centre,Machakos,Machakos,Athi River,Athi River,Medical Center,Private Practice,,,,Mavoko,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
25243,Mwanza Medicare Centre Clinic,Kakamega,Kakamega,Malava,South Kabras,Medical Clinic,Private Practice,,,,Malava,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11693,Mwapala Dispensary,Kwale,Kwale,Matuga,Kubo South,Dispensary,Ministry of Health,,,,Matuga,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
21119,Mwapula Dispensary,Kilifi,Kilifi,Ganze,Jaribuni,Dispensary,Ministry of Health,,,,Ganze,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18938,Mwarimba Medical Clinic,Meru,Meru,Igembe Central,Njia,Medical Clinic,Private Practice,,,,Igembe Central,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
21914,Mwasang'ombe Dispenasry,Makueni,Makueni,Kibwezi West,Emali/Mulala,Dispensary,Ministry of Health,,,,Kibwezi West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16554,Mwashuma Dispensary (CDF),Taita Taveta,Taita Taveta,Mwatate,Bura(Mwatate),Dispensary,Ministry of Health,,,,Mwatate,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16056,Mwasi Med Clinc,Kakamega,Kakamega,Navakholo,Bunyala Central,Medical Clinic,Private Practice,,,,Navakholo,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
13106,Mwatate Clinic,Nairobi,Nairobi,Embakasi South,Pipeline,Medical Clinic,Private Practice,,,,Embakasi South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19454,Mwatate Healthcare Centre,Nairobi,Nairobi,Langata,Mugumo-ini,Basic Health Centre,Non-Governmental Organizations,,,,Langata,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
11694,Mwatate Sisal Estate Clinic,Taita Taveta,Taita Taveta,Mwatate,Chawia,Medical Clinic,Private Practice,,,,Mwatate,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11695,Mwatate Sub-County Hospital,Taita Taveta,Taita Taveta,Mwatate,Chawia,Primary care hospitals,Ministry of Health,,,,Mwatate,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22186,Mwathe Dispensary,Kitui,Kitui,Kitui South,Athi,Dispensary,Ministry of Health,,,,Kitui South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18961,Mwathene Dispensary,Meru,Meru,Tigania West,Nkomo,Dispensary,Ministry of Health,,,,Tigania West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16523,Mwavizi Medical Clinic,Kilifi,Kilifi,Magarini,Sabaki,Medical Clinic,Private Practice,,,,Magarini,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
11696,Mwawesa Medical Clinic,Kilifi,Kilifi,Malindi,Malindi Town,Medical Clinic,Private Practice,,,,Malindi,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
22888,Mwea Capital Medical Center,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Center,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
19842,Mwea County Medical Center,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17427,Mwea Dental Clinic,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17132,Mwea Diabetes Hypertension Community Clinic,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Non-Governmental Organizations,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
18833,Mwea Drop In Centre,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Thiba,Medical Clinic,Non-Governmental Organizations,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10806,Mwea Medical Centre,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16508,Mwea Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Medical Clinic,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,Y,,,,,,,,,
10807,Mwea Medical Laboratory,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere,Laboratory,Private Practice,,,,Mwea,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
10808,Mwea Mission (Our Lady Of Lourdes) Hospital,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Thiba,Primary care hospitals,Faith Based Organization,,,,Mwea,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10809,Mweiga Health Centre,Nyeri,Nyeri,Kieni West,Mweiga,Basic Health Centre,Ministry of Health,,,,Kieni,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10810,Mweiga Medical Care,Nyeri,Nyeri,Kieni West,Mweiga,Medical Center,Private Practice,,,,Kieni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
10811,Mweiga Rural Health Clinic,Nyeri,Nyeri,Kieni West,Mweiga,Medical Clinic,Private Practice,,,,Kieni,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
12623,Mweini Dispensary,Makueni,Makueni,Kibwezi West,Nguu/Masumba,Dispensary,Ministry of Health,,,,Kibwezi West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25570,Mwele Medical Clinic,Nakuru,Nakuru,Nakuru North,Kiamaina,Medical Center,Private Practice,,,,Bahati,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
