value_reference	name	uuid
14694	Kapchepkor  Dispensary	ea92f281-5997-4be2-81ef-fdaa8c4c8f99
14695	Kapcherop Health Centre	14006cb8-3924-4767-b60d-532b236240ef
14696	Kapchorua Tea Dispensary	eab175b6-666f-42f2-8354-596b7963ce63
14697	Kapchumba Dispensary	e691718b-f1d6-4d3c-90b2-48ff98c11a64
10556	Kiangai Dispensary	36351ffb-bb8c-4b04-97f7-dcf6c2f47e35
16503	Kiangai Laboratory	bc6d9dac-61f9-4636-ad11-5d16af85e403
10557	Kiangai Medical Clinic	feec752a-84aa-4111-ae3b-bacc65815cbd
16989	Kiang'inda Health Centre	4f8425a4-9597-4e50-ba76-46b0563cfaf3
12276	Kiangini Dispensary	80d51eb0-bd62-4281-92ae-cddf7f712778
10558	Kiangochi Dispensary	60e9b329-7503-4c09-b83d-a6f02240fb45
10555	Kiang'ombe Dispensary	d581f17e-7ab1-4087-a13a-eaaa4f954a1b
12277	Kiangondu Dispensary	53da3800-e6a0-4361-8e0d-3a78c06e8f86
13684	Kiangoso Dispensary	01db88b1-629c-4bda-a037-571dfa182809
10559	Kiangunyi Dispensary	f4b622ac-3fb2-4c86-9d11-96cef5a8700f
10560	Kiangwachi Medical Clinic	be0230fb-6f87-426e-aa3f-3b08bc9b121b
10561	Kiangwenyi Clinic	e237c3ff-b87f-4f1b-b461-6dd426abfac5
10562	Kianjege Dispensary	e3fde683-9267-44bc-ae56-eb3f094471a3
12278	Kianjokoma (ACK) Trinity Clinic	e833594d-3c6f-46e0-b988-4c82924d350a
12279	Kianjokoma Sub-District Hospital	d33838e8-a807-4e48-b73d-4ee851fd7132
14846	Kianjoya Dispensary	e961496f-2bf7-4dd0-a6e2-e8998d0e0dcc
16172	Kianjugu Dispensary	1afbf4a9-8677-42dd-93cb-f217a2e81e06
10564	Kianyaga Catholic Health Centre	559f8dfb-66d8-44cc-89d3-29ca2131436c
10565	Kianyaga Sub-District Hospital	6f6761bd-a99a-42d3-a3ce-cf9af2544d30
12281	Kiaoni Dispensary (Kibwezi)	6cf0513e-20b6-4d20-8355-3c5643f078f1
10566	Kiaragana Dispensary	a9513c8a-b7cc-46dd-8705-4e03a0c90f38
12283	Kiarago Health Centre (Imenti South)	9690da7f-618a-4656-8ff4-c6d9e123d258
17571	Kiarithaini Dispensary	60022b54-0e5d-48b4-bf0a-638ef34b256f
10567	Kiaruhiu (PCEA) Health center	b283f63e-b3d3-4472-945e-84e8b4244863
14716	Kapkiamo Dispensary	8c999b63-6257-45dd-b98d-7534418bea20
17642	Kapkibimbir Dispensary	28cb99e7-9f0d-4106-a526-79c3cc510b83
14717	Kapkimolwa Dispensary	b93435fe-e1e6-4fba-b8d8-c0bd8f213394
14718	Kapkisiara Dispensary	a193b84f-7443-4de5-a7a6-d96321e0b7de
14719	Kapkitony Dispesary	db5e5345-9b61-4929-b6d9-cd6457a4edb7
17417	Kapkoi Disp	50de2d30-551f-4ef4-b9a0-151d6c81986f
14720	Kapkoi Dispensary	0bf0ef56-2635-442f-a652-60eaa4bfcd9c
14721	Kapkoi Health Centre	fd4222c0-e91a-44db-b590-4e04d69f5871
14722	Kapkoi Mission Dispensary	10e07970-b2fd-475e-afe5-9e2438b55c3c
14723	Kapkole Dispensary	a258a5af-2627-4b5e-8cd7-ef20a9efa2da
14724	Kapkolei Dispensary	a7064726-f041-4c9a-942f-29b2b7a129d6
17019	Kapkomoi Dispensary	761ee39f-7d2c-49bc-989d-cebbc1f95698
14725	Kapkondo Dispensary	0aa5c256-d20e-4753-9443-5ba7e2b492c5
17152	Kapkoris Dispensary	7a573069-82e0-4a3f-9fac-a53591047b2a
14726	Kapkormom Dispensary	61eeb06d-f860-43b9-8cb5-53eeca297ce5
14727	Kapkoros Dispensary	d759e532-85f9-4ecd-9cd9-1a2521f63d05
17772	Kapkoros Dispensary (Tinderet)	679a2662-9843-4d57-b06c-d1deb7ae219e
14728	Kapkoros Health Centre	7ac620a2-e5c7-48f4-af57-c9a77a72bbdb
17076	Kapkota Dispensary	506254e3-e8c0-45ab-ad20-6a51635f8c0e
14729	Kapkuei Dispensary	218db7cb-8f07-4921-86d3-529ddbd64071
14731	Kapkurer Dispensary	b6b88181-d163-4945-bed9-b82d2f3aa058
14730	Kapkurer Dispensary (Kericho)	38d1e450-5a57-4062-9e31-6ecadfcf461d
14732	Kapkures Dispensary (Baringo)	2e29ca75-6a11-4bfd-974f-f9890310641f
17318	Kapkures Dispensary (Kericho)	f4e5b9a1-fc43-43a9-aa31-74a5891c4d4e
14733	Kapkures Dispensary (Nakuru Central)	be16f3c3-5d30-45fe-a87b-b2b3ce461d57
16318	Kapkures Dispensary (Sotik)	ce8a66f1-2dc7-4684-a891-d65b6f9e171a
17756	Kapkwen Dispensary	d3d98a84-d544-44f5-86a6-a82c4be25b77
17301	Kaplamai Dispensary	2c0887ca-4e05-435d-b86b-c8a03f895d88
14734	Kaplamai Health Centre	e3832e5a-95e7-414b-99d0-e43465da93b2
14735	Kaplel Dispensary	9d6b6dde-979d-4d6b-893d-eafd2b3dcfae
14736	Kaplelach Chepyakwai	d49181fd-b828-4a0f-ba88-9db64414b8e3
14737	Kaplelach Tumoge	d2cf5250-33ff-4358-99b2-050a5b4c2f8d
14738	Kaplelartet Dispensary	561f8c10-09d6-437b-a4cc-a958eb8e926a
14739	Kaplenge Dispensary	6a155ddc-2118-4535-96b3-e1fcd550ced3
16674	Kapletingi Dispensary	9dcff9b4-7b4e-4d5e-bfd9-36ba57cfa969
16317	Kapletundo Dispensary	1f3309a5-5730-4faf-a549-7ef4db714aac
14740	Kaplomboi Dispensary	e6a5090c-fb28-498c-928c-09adfb3fc946
14741	Kaplong Hospital	6a322a0f-fb9e-4e79-b445-7ee7f0ce8b97
14742	Kaplong Medical Clinic	c13777c5-c762-42e6-a852-e00db27b2ed9
14743	Kapluk Dispensary	a5ea2c7f-6dc2-43e6-9782-3e0033e17989
17312	Kaplutiet	a46d65a5-e275-4074-a94e-b209782bd53e
14744	Kapngetuny Dispensary	ccef3746-cbfe-4940-abe2-8bdfce411b90
14745	Kapng'ombe Dispensary	09e596ce-7167-4cd8-b989-6a8513d822ee
14746	Kapnyeberai Dispensary	2e03d587-32f9-41df-9c84-01f550bc79b7
14747	Kapoleseroi Dispensary	4b2e15b5-2d73-4281-b40f-06f01c4d8bae
14748	Kaprachoge Tea Dispensary	d2782d3c-f7c6-4b81-b4c9-3d95800a516b
14749	Kapsabet District Hospital	62eb8dfd-21c2-4f2d-a73b-83cbc30ae67d
17632	Kapsabet Health Care Centre	7bd36cfa-157e-41a8-a166-1c5871948fe5
14750	Kapsait Dispensary	2494385e-be83-4033-b556-2f21c3391ce8
17043	Kapsait Dispensary (Pokot South)	8e431d21-3845-4634-a4e3-0363d32a01de
15923	Kapsambu Dispensary	5ba0c20b-6a71-42d3-a1e2-96755a692ed8
13629	Itierio Nursing Home	ee4c94bb-8c18-49f3-b16b-2186a19cea46
14587	Itigo Dispensary	60126353-66f7-4030-82e8-7054d2435b50
18684	Itiko Dispensary	5c1d6a4d-e0d7-4188-8c3c-bfbcb3a6ad52
16957	Itithini Dispensary	efb8f89d-8fb3-45a9-b69f-19ace1103c40
12098	Itoleka Dispenasry	277e01f5-c474-4783-8ebd-8ad015a296fa
16934	Itoloni Dispensary	b1802146-0ae5-42c9-a1c3-9c3da725b86c
12099	Itongolani Dispensary	2ea7294d-6514-46c4-9277-a1cc08f3ee19
12100	Itugururu Dispensary	e36fed4c-8591-48c1-93fe-92d62ed8906f
13630	Itumbe Dispensary	ba0b8752-1f84-4020-b521-0ad533ddfc64
17241	Itumbule Dispensary	2c05068f-2586-40dc-865e-1dc4bda97d2f
10361	Itundu Dispensary	2c7b0a72-e08a-43fa-a030-8e78b9c1d2d9
10362	Itundu Medical Clinic	a2b266b6-2e83-47e8-987a-eef991b43a75
12101	Itunduimuni Dispensary	f2981c6f-29d4-4efa-be9c-c0c80f47f21f
10363	Ituramiro Medical Clinic	fe90b6f3-55ed-4a40-bb89-197a47884205
12102	Iuani Health Centre	9400f32e-5aa0-4b88-98ec-34554a330bb2
12103	Iuuma Dispensary	dd18937c-b517-4f4a-8d0b-4b2a261dfece
15905	Ivona Clinic	f013b394-6988-4a43-8ffb-88460e49cc1a
12104	Ivuusya Dispensary	91b2dbf0-de18-41ca-9824-98d6131441c3
13631	Iyabe District Hospital (Kisii South)	ffb2bc70-c954-4331-ae80-de102ad9e4fb
17826	J. A. Comenius Medical Clinic	4d250af3-dc76-4ba7-a807-fbc2d046553f
17222	Jabali Dispensary	4757d340-e5a1-4ed2-8e9f-5ac213abbf68
18559	Jacaranda Health Limited (Ruiru)	057501d2-246b-466a-bc19-f0e95dcc4105
18488	Jacaranda Special  School	63b02fc7-f500-465d-8566-149199b2d8c5
18333	Jacky Medical Clinic	0bf181fc-ac0c-41b0-b564-c96007f6e5d4
11421	Jadi Medical Clinic	5ed78276-de81-46eb-b641-c9052677ffb8
11423	Jaffery Medical Clinic	5ae482d2-4ebd-4d22-a6b6-d5be5b1def0f
16709	Jaggery Medical Clinic	ac67e7cd-1f80-4307-a1d8-f3777f840641
14588	Jagoror Dispensary	1e82b10e-414f-4b0d-afa8-8cfe208e65a0
10364	Jaima Clinic	fb2c0829-b8c1-4b06-bed0-14d3f4670a75
13632	Jalaram Nursing Home	df20d84c-a192-4669-8907-9deadfa8e921
13374	Jalish Dispensary	7c9aac4d-9a0e-4b81-9d0c-0042d43d468e
18758	Jalsonga Medical Clinic	1a9fc82e-efec-4cd5-9cf7-91405e73bccd
12984	Jamaa Mission Hospital	bf602a9b-180d-4d10-bd65-b526ef7ff827
10366	Jamaica Medical Clinic	4f1fca11-29bf-4ed2-a863-d9f23ea6b650
11424	Jambo Clinic	f855e1b1-b475-4d6c-a6b2-4df05b08e7b8
11425	Jambo Medical Clinic	f41109e9-2088-4404-95ef-181f46ecd132
12106	Jambu Medical Clinic	db75c793-dcc5-48cb-aa55-688e75899238
10367	James Clinic and Lab Services	6826adc2-76af-41e1-af6e-f4c4e9045ed6
11426	Jamhuri Medical Clinic	1dfcdffa-b3d3-48dc-85c6-1f5beb32b636
18475	Jamia Islamic Intergrated	be5a1636-08ec-4838-a1c3-b7cd08033e16
17366	Jamia Med Clinic	f496f164-ef8f-49a4-b6b2-3840c1f56f75
15906	Jamia Medical Centre	d89fc649-8bee-4a93-a7e3-198f4cd8e2c3
17618	Jamia Mosque Dispensary	5b4bde4e-56af-4aa8-871a-79b4c179a7a3
12107	Jamii Afya Clinic	d5be122c-958c-4046-9e85-650ea35a7df9
16827	Jamii Clinic	911835f5-5115-43f2-93a8-893dc3f31eb4
11427	Jamii Clinic (Lamu)	ecedb64a-b2f3-43ff-a0e2-7682346c6b3c
12985	Jamii Clinic (westlands)	6221bcb9-04c5-437f-8ea5-6b489d8e1ae8
14590	Jamii Clinical Services	fafea2d7-7ee1-4278-9add-f8d8fd1af06b
11429	Jamii Health Care Clinic (Kisauni)	18d1c32a-57c3-4d1a-879a-5ce8e11acfc2
15907	Jamii Health Services Medical Clinic	0c5eeb40-27c0-4ddc-98ed-c155f6864e92
10568	Kiaruhiu Medical Clinic	daa7b0b7-6574-487f-84b7-bf4a7713c571
13685	Kiaruta Dispensary	72415ece-ece0-4b5b-9189-5f1a9c3c9941
17060	Kiarutara Dispensary	608d469a-2a2d-458d-9e66-04c1e612595d
13686	Kiasa Dispensary	bf800305-0509-4429-93cb-d03699dc8396
17935	Kiati Dispensary	36140313-4d2c-4b70-a625-27c076caf419
18014	Kiawa Medical Clinic	a10afb7f-4cbf-4312-acff-541ca45fa9db
16782	Kiawaithanji Medical clinic	34c06867-558d-4ffa-ba89-815ca8008e18
10570	Kiawarigi Medical Clinic	1170cd61-12c9-45ea-b097-f873d429452b
14847	Kibabet Tea Dispensary	c6ea4e24-afd3-403f-9fb8-d5ae593b7e4a
15941	Kibabii Health Centre	d47000f0-93fa-4d42-8250-2b1202c7b80a
14848	Kibagenge Dispensary	68f70a5b-0718-4dcf-ac52-4803383fcb1c
18293	Kiban Medical Clinic	74a8d4b0-97ef-4652-818d-eaad55f69e88
12285	Kiban Medical Clinic (Kangundo)	99ba2379-5382-46bc-9a80-6f40c3fd87a0
11464	Kibandaongo Dispensary	ca3a8893-deaa-410d-b4fe-1517db7c86c1
12280	Kibaranyaki Dispensary	b704e423-f23f-4f33-ad1f-41079bbefe2d
14849	Kibendo Dispensary	2a0bdc2a-64cd-4d5c-952d-aa695931aeff
12894	Kibera Chemi Chemi ya uzima clinic	8d9d2294-16ea-4988-8438-4d16ae6a6eca
13028	Kibera Community Health Centre - AMREF	10facb04-cfba-481d-8585-63cdffee2bdd
13029	Kibera D.O. Dispensary	d30e54a3-3812-4d71-8861-cf01f4972f95
13026	Kibera Human Development Clinic	a08f9248-5047-4f7e-976d-640f6a3f1232
13030	Kibera South (MSF Belgium) Dispensary	1478dbbf-72d3-4ade-9e1a-fe94dd599144
17088	Kibias Dispensary	cd92757b-5124-4e22-a7c9-404eefa55b3a
13687	Kibigori Dispensary	5d37c8de-6a93-4f5a-9c78-cfdff010d9d1
14850	Kibigos Dispensary	f8a0eadc-ce76-46ef-af92-82e4602f72dd
15942	Kibingei Dispensary	9772e1b6-7c8a-42ea-b45d-7f2ced2db886
16453	Jepkoyai Dispensary	b43ff37c-3202-440a-8c72-503ea20c6fdf
13634	Jera Dispensary	53663320-396e-4644-8553-0de526b7c9b2
12987	Jerapha  Maternity	f400a2a9-8434-4ccf-bdc7-c3e09d8916e0
12988	Jericho Health Centre	4ce576ab-ee99-4a77-9859-903c6f292390
11431	Jericho Medical Clinic	1a9826c0-a1bb-41cf-9455-d3d453161b11
12989	Jerusalem Clinic	cd8209b6-504b-474d-9fee-b3d287f957f6
17295	Jesmah CFW clinic	b4ccf29f-e60e-4884-a5f7-abe6c4c6faf8
10375	Jesmond (ACK) Dispensary (Mburi)	c7407a00-dd34-4d8d-9d23-5c09dbe86da2
15908	Jesus the Healer Clinic	ed7cffbe-0dbf-49d6-a005-b911948a7320
12109	Jetma Clinic	22b3f88f-b2f8-4e58-908a-081b889169ce
13635	Jevros Clinic	46ebc3ac-9a86-4548-9e56-5fd5cd883a35
18672	JeyTee	5fff688a-4589-4cab-b9d2-2cda37a27638
14596	JFK Engineering Disp	d408e44d-9f3a-49d0-97dc-d92842d2b573
14597	JFK II Dispensary	041398c1-e183-4600-9f23-a8ed6f1f423e
11432	Jibana Sub District Hospital	1b3c2099-b80b-452e-b25b-3e6b806097ab
11433	Jilore Dispensary	0a8e601d-ab43-4ec7-850f-49c368ca605c
12990	Jinnah Ave Clinic	5f9708b9-57f5-4511-a551-d10ec56b7b09
10377	Jirani Medical Clinic	055f8194-3962-4bb0-b78f-0e86d0e1fb07
12991	JKIA Health Centre	a3926541-73f9-47c5-8cb0-128b01f3406c
10378	JKUAT Hospital	584ec141-651c-4ada-a12f-942f835cdf40
17702	JKUAT Medical Clinic (Taita-Taveta) Campus	08755403-e667-42c0-a926-79319d09ebed
11434	Jocham Hospital	026209f6-584b-4a41-919f-56ac9431000c
18640	Johani Chemist	52ec23d2-3cb8-4055-8170-4b19b49d6e9f
17650	Johanna Justin-Jinich Community Clinic (Kibera)	0416107c-deef-48c3-9558-dc75d2e220b9
13636	Johpas Clinic	0c95bae3-1866-4e3b-a05c-d25dd4579fa1
11435	Joint Medical Clinic	f2452468-1a62-430b-94c9-bdb86bed1393
16455	Joint Partner Medical Clinic	1f04787f-16d4-4588-99de-7e3682c5658a
11437	Jomvu Kuu (MCM) Dispensary	a965c53f-4716-45d9-bb58-8b0231330bea
11438	Jomvu Medical Care Services	3c41f7f2-6906-4044-aa5f-8f18c1f8c02f
11436	Jomvu Model Health Centre	56ead450-ea7a-4312-9820-0214f99fb692
16802	Jonalifa Clinic	12af2a15-3a86-4579-9158-c197fd21c622
14598	Joppa Medical Clinic	ab0bafb1-cbfe-454a-82e4-443481e7b8f0
16713	Jordan Baptist Medical Clinic	02c561c1-1b5c-4be3-a1a0-d59a856a0cbd
12110	Jordan Hospital	7c8eff11-c400-463b-8ca6-8267c61e21e6
11439	Jordan Medical Clinic	1560d317-d86d-4b20-959e-a369b7770606
12111	Jordan Medical Clinic (Kangundo)	d50869bd-d907-4b35-9199-268405d5222c
12112	Jordan Medical Clinic (Kitui)	6901f1c4-6f07-48c4-bf1f-3780f60fb9ae
18570	Jordan Medical Clinic (Ruiru)	b4f5346a-cfd8-41cc-b335-234efd349567
12113	Josan Medical Clinic	79ca3a59-92aa-489a-bf92-df15cfeccad6
16837	Josca Medical Center & Laboratory	fbbd6d96-742f-4fc7-9db7-1c12a4306010
14599	Josdidas Medicare	feb6256e-2ba4-4128-a027-f1d6b58aa9fd
10379	Joshua Memorial Mbai Dispensary	aef0c2c0-79ed-488c-a72b-e999bb4c6957
16586	Joska Medical Care	4a05fac7-c7f1-449d-9c1e-ac77d95b8c0d
16227	Joska Medical Care Clinic	dede62b3-19ed-4917-8561-bcf743b45807
10380	Joskae Clinic Kibingoti	8e704348-542e-42fa-9757-22fc71689b5f
14600	Joster Medical Clinic	41d459e2-51de-411c-a4e2-0ba224dd446c
17981	Jowama Medical Clinic	c90edc96-b2b1-40e9-90d3-6c03f5b2dff0
17355	Jowhar Dispensary	266d1d35-0dff-4c77-9bbf-e28d469d80e2
17329	Joy Bells Medical Clinic	a0bb43b4-c27e-49bc-912f-cd3b0f2bea52
16874	Joy Clinic	f3209531-2af7-4693-9a22-c3d7ed403305
14768	Kapsowar Dispensary	389676c1-2530-406b-b5cb-e3918e26fcfe
14769	Kapsoya Health Centre	089d1ea3-5ddd-459b-bac3-b6d9bb1a5c81
17139	Kapsuser	18749355-32ea-413e-8cbb-f94fea61d895
14770	Kapsuser Medical Clinic	d2195eea-5cb6-49e7-8b29-969d5fe84266
14772	Kaptabuk Dispensary	ab0261d9-479c-421d-b8a0-a947c720ae8a
14771	Kaptabuk Dispensary (Marakwet)	a93a248b-1b46-4e9b-b2d7-7116347cad0f
14773	Kaptagat Forest Dispensary	079bc641-1691-489e-9ca5-2548afcd9ccd
14774	Kaptalamwa Health Centre	ae2f786a-a7eb-4fc5-9ecf-e5553300b704
15924	Kaptalelio Dispensary	beb083f8-889f-449d-a901-c3007560b1aa
15925	Kaptama (Friends) Health Centre	eee26914-d181-4478-a70a-5e9179cb9f43
15926	Kaptanai Dispensary	75466ee2-6fef-40d8-9433-0de97fb0e8e3
14776	Kaptarakwa Sub-District Hospital	b21cffb9-db58-4c76-b7b3-44bfd36796da
14777	Kaptebengwo Dispensary	4030d248-60c1-46fd-af3a-749abbd47712
16456	Kaptech Dispensary	edece1a1-506c-4835-89c1-f12d10637d3d
14778	Kaptel Dispensary	bb5ce93c-1b1d-466d-9b7e-ee683d6a0e0f
14779	Kapteldon Health Centre	b317828d-48b6-4b3a-a5e3-aeb795b012a8
14780	Kaptembwo Dispensary	625ac67f-0b73-4ebb-af78-c7d647afea5e
14781	Kapteren Health Centre	3dc41bd5-518e-42d4-91ba-eaf17208e02d
18185	Kapterit Dispensary	e71ebb97-50b6-4de4-b669-ce7543728816
14782	Kaptich Dispensary	1d52ef55-4291-4e6a-a189-390489ef5c7c
17130	Kaptien Community Dispensary	2302fd87-fd65-47a6-97e0-7b4dbaa4b411
14783	Kaptien Dispensary	2fdb5d02-2ec6-46ca-a2b2-db19e715a501
17638	Kaptildil Dispensary	09b83338-09c8-4fbe-a04c-16bb0bdb47ae
14784	Kaptimbor  Dispensary	95e758b6-b3a7-458b-8ca7-5f20161b0bbe
14785	Kaptiony Dispensary	d3ad2978-cdf1-4948-bcba-29053d32dc0b
12117	K K Medical Clinic	40ee75b0-948b-4688-85c0-decdfa805de9
13637	K- MET Clinic	925762c5-0a92-4ce8-922b-906d3cbd366f
14604	Kaaleng Dispensary	1d41e23c-25db-43b4-96af-9853484621b8
10387	Kaanan Medical Centre	56d8e16a-4ccf-4de1-aa82-6ac9f24df842
12118	Kaani Dispensary	4d582f79-556b-40d8-abc6-c3298be4b9c0
12119	Kaanwa Dispensary	51264c2f-a6fb-4cf1-bf3b-3ff2e071dfdc
12120	Kaare Dispensary	854d3a15-3b28-494a-a9a6-bda98c77421a
16854	Kaathari Dispensary (CDF)	bf7f5396-8da9-4a86-b873-e8c3e6ddfcbf
12121	Kabaa Dispensary	6792ffc2-e0d9-4b74-a25b-50b56e2199c5
14605	Kabalwat Dispensary	6aa9713f-3adf-40b2-8b6e-9d7bbcc5da32
14606	Kabarak Health Centre	878c0951-1809-4d20-a7ba-1757c9b03b08
18602	Kabarak University Centre	2f7b7b03-5a06-45cc-89c9-66df7f6443c6
10388	Kabare Health Centre	29500ff9-9984-4ccc-b42b-9cd3d483f8d1
14607	Kabarnet District Hospital	99f6fc0e-42cd-4f31-a013-4fe5576b9d6e
17492	Kabarnet Faith Clinic	204b21f3-ca4d-43c6-bd16-4bab605d8847
14608	Kabarnet High School Dispensary	8d2fcac8-b2bb-405a-ab53-5d93da1f8691
17595	Kabarnet Womens' Clinic	de4ccb13-ab3c-434f-a275-74bc5246cff7
14609	Kabartonjo District Hospital	b7ed452b-7843-4928-b203-bd5c1ec569d6
10389	Kabati Dispensary	4376626b-903e-483a-96ac-87aa383157e8
16677	Kabati Dispensary (Laikipia West)	62df26b5-a988-48d8-959a-5bdd0cb5f0a5
17449	Kabati Maternity Nursing Home	37536f55-fd52-4691-a29e-fcbfe5190c52
17448	Kabati Medical Centre	68b9cb17-71ea-409d-a29e-80fabe5f114f
10391	Kabati Medical Clinic	dba99599-93f2-40bf-915c-d8a578e27870
14610	Kabatini Health Centre	934f52f2-1f87-4774-bd63-52315f09ffaf
14611	Kabazi Health Centre	53c61c4d-0962-4eb4-a922-d19baa9d0b4d
18337	Kabebero AIPCA Dispensary	8d8ec3da-b6c1-4246-904e-3dfb789833f8
12993	Kabete Approved School Dispensary	a1205e74-c111-4790-96aa-3367777f00aa
12994	Kabete Barracks Dispensary	3bf5832f-1ebc-4dc9-ae29-5e3eec101a09
14612	Kabetwa Health Centre	cceabbf4-79fa-4f44-b8de-cf6d66320530
14613	Kabianga Health Centre	2aa3bec5-ea38-4a83-8f19-a7653f704e3f
14614	Kabianga Tea Research	9ad33be4-0d95-4ac3-8d6a-ebe06222d712
14615	Kabichbich Health Centre	07af1a82-a733-4a6b-85d9-201aa59cdeff
14616	Kabichbich Miss Dispensary	04962837-c3b5-434d-83c9-603e5fb4b779
14617	Kabiemit Dispensary (Keiyo)	94ab8b9d-bf41-4e21-ac12-ac2f37401bda
14618	Kabiemit Dispensary (Mosop)	a1d78bc7-b40e-4686-b00c-61b8190b49fd
14619	Kabimoi Dispensary	f52ac6c4-12ff-49d6-a549-5c18e6a50fee
14620	Kabinga (CBHC) Dispensary	a5d72c9e-de72-4910-949a-e95c8ebdb45a
14630	Kabirirsang Dispensary	26930040-3954-4377-b831-ab9c05b44e2b
18065	Kabirirsang Youth Centre	40cab0b9-4b35-4eaf-acb0-c19d0efec941
10390	Kabiruini Health Clinic	b8ee1bab-1964-466b-bc1e-89017d5f1e3e
14621	Kabisaga Dispensary	9009d698-2381-4af5-be9e-064072ab5963
14622	Kabitungu Dispensary	b9193d67-6054-4f40-8853-cf6122cca473
17087	Kabiyet Dispensary	42df1994-c756-45f2-9964-e32d31da0af4
14623	Kabiyet Health Centre	11f172ca-31ea-43b8-b87d-70c16d55edd3
14624	Kabobo Health Centre	b627c831-b786-4030-9f22-5538e4cd859e
14625	Kaboeito Dispensary	5b90c19b-0970-4429-af23-adf76822fecb
17023	Kaboi Dispensary	11cc2745-d293-4838-9e6c-feb4c4105745
14626	Kabolecho Dispensary	5ce18b76-72c0-400c-aba0-a125fe2a22b0
14786	Kaptiony Dispensary (Marakwet)	8af6109a-85e2-45d5-9032-70753babb76d
16457	Kaptisi Dispensary	b1ebc65a-08f0-4736-9ee9-21014839e94a
14787	Kaptoboiti Dispensary	e795602c-7a37-44c8-ad4a-4f1f1885da45
14775	Kaptorokwa Dispensary	81af45ef-08fa-47e5-bec1-5ce678ee3151
17254	kaptoror dispensary	a7e56dc6-4784-4ed5-b641-05544e1826d4
17758	Kaptum  Keiyo  Dispensary	7c627b88-1097-4023-8fbb-4667f2437c71
14788	Kaptum Dispensary	b144592d-7b9a-42d6-9757-62b8bd6dde05
14789	Kaptumek Dispensary	9032b2ff-bc0e-48f8-a0e5-35a9eef629bb
14790	Kaptumin Dispensary	9424b648-f170-418b-94cf-2e1f37742d37
14791	Kaptumo Dispensary	3b485f55-dbee-4cb6-9eee-dc1a99a4a78e
14792	Kaptumo Sub-District Hospital	bd913b50-38b7-4d2b-af42-e0070bfeebac
14793	Kapturo Dispensary (Bartabwa)	6e24a3b0-42fe-4a4a-afe6-0a84bf0f21c7
16725	Kaptuya Dispensary	6a3dc298-b048-460e-9e3f-ccaea4da1c31
13002	Kapu Medical Clinic	a546d71e-1aa0-4529-a7de-19c8af1972db
14795	Kapua Dispensary	a77262b6-1ec2-4230-9485-8ddd94974541
17321	Kapune Dispensary	33ba9c91-3bd0-4f23-b469-e68e486de5d9
16737	Kapunyany Dispensary	d5be4560-b767-4628-bf9d-a1b0b814a078
14796	Kaputir Dispensary	46172223-8825-470d-bc13-66fd237c3872
14797	Kapweria Dispensary	42141c1d-fb36-4c24-a700-5b372fcbb214
14798	Kapyego Health Center	155b0e34-2ae5-49c6-a63b-15f2b1982fc3
14799	Kapyemit Dispensary	49633593-d292-4104-88b3-71dd8959962d
14800	Karaba Dispensary (Laikipia West)	5eb1d962-62a7-4ae4-8333-aee97eaf0eb1
12193	Karaba Dispensary (Mbeere)	eb9cdaba-8267-4c87-9204-6fc3cd85a537
10476	Karaba Health Centre (Nyeri South)	83a46cb8-f7e8-441e-815d-15c8a531f793
12194	Karaba Wango Dispensary	bb07bd0e-247d-4e28-acba-11ca6a4dfe17
13641	Kadenge Ratuoro Health Centre	ed1ba719-d0a3-466a-9dc0-38b48bbba942
11446	Kaderboy Medical Clinic (Old Town)	4a618942-209c-4bdd-9924-91cb4fb40827
16769	Kadhola Dispensary	60fdc243-c891-4453-9711-f7215054ebb2
17648	Kadija Dispensary	e4ed8ed1-a07a-447a-ba04-a6e61c41661a
16283	Kadinda Health Centre	b4a04e1d-6015-4ae1-afe3-eff2684aaaaa
16702	Kadokong Dispensary	27f04958-44e7-4ce5-b862-777fa9fc59d2
17186	Kadokony Dispensary	760ecba0-a718-4053-941e-c39a4321184d
17848	Kadvan Medical Clinic	1745f031-fc56-4fc3-aec1-b0d1c2194b85
11447	Kadzinuni Dispensary	f217f225-bc28-410b-b623-05564bff4dc9
17381	Kaelo Dispensary	608d0ebc-fd6c-468f-9fb2-224a81e32139
14637	Kaeris Dispensary	563bae37-96ee-42ae-be7d-ec87ed8b3b16
18244	Kaewa Dispensary	7fbe6db8-d9e3-45a7-bf5c-dcb98927fa11
11448	Kafuduni Dispensary	82340c2e-6e62-439a-87ec-0b9a514dcd7f
18732	KAG Medical Clinic	79c6a705-3c2a-4c31-b0f4-ae538c01e057
10394	Kagaa Dispensary	a7594694-e33e-4f82-b7c0-d9e5abb8c051
14638	Kagai (PCEA) Dispensary	e8a0b015-66ea-4d50-81b5-86d64cbbcaff
12124	Kageni Med Clinic	bb580822-863b-404a-aeec-7d5f107cb24c
13642	Kageno Dispensary	af60bf1e-c702-4509-9355-6f181177195e
13643	Kager Dispensary	34422639-1a0c-4dc4-a02d-ba552aab84ff
10396	Kagere Dispensary	19f07380-32a4-46af-9902-4645304b359c
10397	Kagicha Dispensary	0862834e-97d4-40e2-8d73-4036ca20023e
10398	Kagio Catholic Dispensary (Mary Immucate Catholic Dispensary)	12217f94-e9e6-48d2-be16-3bb7b95c3901
